chunk3360 我这儿把电池放里面它怎么显示换电失败是怎么回事
chunk5697 以前有短期租电的现在为什么没有了
chunk1948 咱们现在的电池差不多有六十伏有一个六十max这六十max是什么样类型的电池呢
chunk1898 你不是让我装到九号吗九号电池为什么弹不出来
chunk1108 202202202202
chunk2976 我是年前把电池寄存了现在怎么还要押金呢
chunk7143 请帮我的电池换成四十八伏的因为我六十伏的突然没电了我现在需要换四十八伏的才能用
chunk6622 租金是多少是我们柜上去直接扫一下租金还是扫了个付了个月租还是要另外交租金
chunk2107 我账号之前用的是什么样的电池哪个规格的你能帮我看一下吗
chunk1363 你们家电瓶的尺寸是多大呀
chunk6067 线材已经领取领取之后线的插头和我车上的插头不匹配然后我就退回去了
chunk812 我在充电然后我收到一条信息上面说你的充电一直未处于正常的充电状态跟已经设备告警提醒还不一样意思是说我没有充进去是吗
chunk3039 我换出来一个电池是坏的然后我也再想换回来了换不回来了你们电柜没有满电池了我也找这附近的话太远了我也找不到换电池能不能先把柜仓给我弹开一个
chunk2766 我之前寄存了二十几天但现在为什么没有了
chunk710 我手机号没用现在登录不上了收不到验证码
chunk3265 我原来换电是用的四十八伏的然后我看你有一个套餐是四十八什么max是通用的吗
chunk6368 现在附近换电柜能寄存的提示怎么没有了呢
chunk1091 这锂换电max嘛然后他线他线的话是不一样的
chunk50 我刚才取电池取出来的时候我放错柜子了怎么办
chunk63 我刚放了一个电柜去之后然后不知道没放好还是干嘛然后电柜没有新的电池弹出来
chunk2583 我反映的电池太少了怎么几天了还没有增加电池啊
chunk6633 上次说送我一根电源线我说怎么扫码取现要付钱
chunk252 我刚才换电的时候我已经把旧电池给放到柜子里面了但是我头不小心撞到那柜要换成柜号也要关上了
chunk7309 你的意思说我没有插好对吗
chunk5435 换电池怎么没出来
chunk515 我刚天上个月上面我不想要四十八伏电池但是我现在搞进去应该是套餐嘛所以说我想换普通的四十八伏
chunk5214 应该是我的账户吧我不是很清楚我有两个号码但是我可以把这边的箱体的上面的号码报给你可以吗
chunk3227 刚我换电瓶的时候箱子放进去了之后然后我又重新再扫码扫码之后把电瓶放进八号柜然后超时了然后现在电瓶放进去了然后六号口六号柜没开
chunk8027 我电瓶车昨天充电的时候提示充电异常装点过载这是咋回事
chunk2388 我在代理有人代理就给我交那个押金了我怎么开不开这个这么一个电柜呢
chunk2162 我电池放错柜了
chunk3417 小马的充电桩原因是充电过载什么意思
chunk573 我之前有寄存一个电池然后说要过几天要到期不能寄存怎么办呢我因为我现在用不了还不能用东西了
chunk8290 我昨天忘续费了昨天八月十五我们俩忘续费了券给我过期了能给我弄个券吗
chunk2975 你帮我看一下换电柜吧我跨区域退电
chunk2138 为什么最近充电老是要么充一下就没了要么就充几分钟的给我自己停掉
chunk2498 就是我这个号码我刚去办退电然后我打开柜我把电池放进去了然后我把柜关上了但是我这边没办成功您看有吗
chunk1113 现在说我知道空的现在一个就已经有三四个柜子了就这一块两块电池就这一块两块电池了
chunk1170 我扫码取线材然后他机器好像没有线材但是但是显示我已经取过了
chunk6122 我还电池他一直提示我没有空柜但是这里有4、5个空柜呢
chunk6256 我换个电池因为我这是捷达中国捷达电池我在你们那换电池得行不
chunk2904 咱这锂换电电池锂电类型是哪一种的是18650还是高车锂
chunk7502 我手上有电池的早上换的可关门取出来之后门我可能没有关好可能没有关紧
chunk7156 是不是我账号现在出问题了
chunk3069 你帮我看能不能给我解锁就号码有没有存在
chunk2888 我这边有个电池柜他电池不小心放错了不是他的电池放进去了能帮我打开一下吗
chunk6560 我买的线怎么都没有了买了钱不会没有了
chunk8302 昨天我反映了个情况我车子没充上电光说我查询退款到这也没退呀
chunk2708 我现在用的电池佛山广州通用的我想知道东莞那边通不通用呢
chunk280 我有个套餐我买错了我在火车上面买错了买的时候是在金华那一边因为我以前都是在杭州这边用的我买了以后我现在来到杭州这边用不了
chunk1757 怎么操作
chunk2889 我想修改一下手机号码但是我手机号码没用的然后收不到验证码我修改不了在APP上面
chunk18 202111
chunk3421 余额不能退是吗
chunk6789 我想把套餐转卖出去可以了只是电池
chunk8030 咱们换电全上海市都有的是吧
chunk5782 能帮我切换六十伏的吗
chunk1059 这边电铺没有电然后没办法换电
chunk3558 我下午租的电池为什么你转接线领不出来呀
chunk2803 你们这充电小斑马里余额怎么查询呢
chunk5331 我刚充的电还能充多长时间
chunk4176 网上刚邀请了一个新人他也给我买套餐了为什么我的账号里面他没有五十元的拉新奖呢
chunk5208 这边现在没有短期的套餐了吗
chunk772 我看一下我这台充电设备在你们小斑马上面怎么老是显示异常
chunk783 为什么咱们这锂换电关于青岛这边的青岛的我这理换电只能看到黄岛区呢不能看到青岛
chunk240 下载我这换电嘛这第一次取线不是免费嘛然后我扫码之后他线没出来
chunk1345 你们现在换电是啥情况怎么线头都插不进去
chunk7715 优惠券给我发过来了吗
chunk3264 我今天不是新注册了这锂换电APP吗
chunk6728 那别人到这里头把电都换走了那我才到这怎么非得让我上别处去呢我说怎么跑不出来呢
chunk575 我过年回家的时候对吧我寄存了应该两个礼拜怎么我现在现在我的时间时间上没显没显示呀
chunk3934 我电瓶放进去了没弹我又从扫的下码给我开的是空柜子
chunk627 我上次有个订单也找过你们然后你们说帮我找客找电池人说归还然后他说他今天归还但他今天还没有归还然后你们跟我说是他今天没归还的话就来找你们
chunk258 我之前一个月前我把电还回去了但是没把线还过去他现在每次都跟我说线材是不是落入箱门中怎么处理
chunk4736 我在换电柜存的电然后现在取的话怎么显示未知充电站呢取不了电
chunk8280 我想再租个十天左右给临时租的吗
chunk8332 我刚才把电池放在九号里面然后扫码又扫不出来了我跟你们反映一下
chunk2775 我是还电池还完电池为什么芝麻守约里面没有提守约完成我现在电池已经还进去了
chunk4779 我在从手机上看我快充了两个小时了一点都没充进去呢
chunk3759 我在这锂换电怎么扫不了说是有个柜子是开着的但是我都按了都关着的呀
chunk7784 我买了线材他好像没看到哪里有出线材
chunk6690 宜兴这边你们有几个柜子
chunk1443 我这电池要恢复恢复用电怎么手机上一直点也没用
chunk2556 能不能帮我查一下西安市鄠邑区有没有换电站
chunk7800 我在柜子里面打不开电池
chunk8357 帮我申请六十伏的
chunk2537 我换电我前阵不是买了一个一个月十次的我现在想把它改成月租的了可不可以改
chunk7756 我电池让别人给我拿错了怎么换
chunk7575 为什么我这里就扫寄存它会显示失败
chunk8039 他这电池欠压什么意思我半路上又给我停电了
chunk2270 我这次充电它又出现了提示我故障的一个状态
chunk5284 我是自己处理还是找给我做电瓶的地方还有给我改装线的地方处理
chunk534 我这边现在把电池现在退掉剩余额还有九天能转能退掉吗钱
chunk1354 他怎么我从家里边有两天没用了要交什么押金什么押金
chunk6753 我一个朋友他自己电池没租了可以转到我这边来吧他就因为快用了两年
chunk8154 我现在北京兴丰大街这边咱附近的点儿我想换电怎么弄第一次办换电
chunk3776 我电池怎么在现在还在使用中呢
chunk6559 我回老家一趟电池能暂存吗还是寄存怎么弄
chunk5585 六十伏放四十八伏不用客服四十八伏放六十伏需要客服是吧
chunk1870 我这边是换电然后电池放进去然后没有柜子开门
chunk1565 我这手机号码扫了电池还没还吗
chunk4414 我怎么寄存不了他说没有空箱
chunk2966 我刚才换电的时候电池等于是有两个柜门开的我放错柜门了现在换电失败了怎么弄
chunk2527 我刚刚打了电话他说在我余额宝里面我这不是免押了吗
chunk6289 我刚买套餐买错了买到一个朋友手机号上了然后他套餐买了个七天的他还未使用现在可以退吗
chunk1430 我想知道你们转接头顶出来以后是线是怎么接的
chunk5855 我刚不是买一个套餐吗我好像把套餐买错了我是四十八伏的然后我扫错了扫了一个30伏的但是我把电池装在我车上没用现在怎么办
chunk8156 我现在电池已经显示保护状态要联系客服然后还要重新弄一下
chunk2454 是大的是吧套餐不一样那我这个电瓶能不能用啊也不知道
chunk6104 刚不小心自己续了费因为我这边绑定了一个代理商然后我是在他那边租的车电一体然后我这边是不小心自己续了费费用能退出来吗我还没用
chunk1167 我看你咱们套餐里边有个什么四十八max是啥意思
chunk6587 我为什么提示电池进入保护
chunk4535 刚才电瓶它定位不准是吗
chunk728 红瓦花园KT伏有个充电站你们的有一个充电桩不扣费他直接插上去就有电了
chunk7087 这不是电柜子都是已满电吗然后你扫它都是显示空箱
chunk4411 我有个换电了它我现在退掉然后免押的你帮我申审核一下好吗可以吗现在
chunk2512 这朋友换的十一月份的
chunk8461 我已经换了两遍了我换回去铁塔的还它还是能开得动但是我换了这锂的电池呢它也能开得着电车也能开灯它油门拧了它不动
chunk4310 我的电池是没出来放进去了没有出来
